IP address,remote ssh version,country_code2,organization,asn
192.42.116.208,SSH-2.0-OpenSSH_9.9,NL,SURF B.V.,
156.0.130.41,SSH-2.0-libssh_0.9.6,GH,University of Energy and Natural Resources,
52.160.39.213,MGLNDD_15.188.246.148_22,US,Microsoft Corporation,
195.178.110.65,,NL,TECHOFF SRV LIMITED,
104.234.115.105,SSH-2.0-Go,US,Google LLC,
197.248.56.39,SSH-2.0-libssh_0.9.6,KE,Safaricom Limited,
13.64.195.64,,US,Microsoft Corporation,
212.193.31.196,SSH-2.0-Go,RU,Aeza Group LLC,
198.12.121.225,SSH-2.0-libssh_0.9.6,US,HostPapa,
95.90.12.16,SSH-2.0-libssh_0.9.6,DE,Vodafone Deutschland GmbH,
130.250.134.35,SSH-2.0-Go,US,TATA Communications (Canada) Ltd.,
113.250.50.121,SSH-2.0-Go,CN,"No.31,Jin-rong Street",
3.147.59.36,SSH-2.0-Go,US,"Amazon.com, Inc.",
14.103.111.127,SSH-2.0-libssh_0.9.6,CN,China Telecom (Group),
205.210.31.19,,BR,Google LLC,
172.104.11.4,SSH-2.0-Go,US,"Akamai Technologies, Inc.",
183.56.216.153,SSH-2.0-libssh_0.9.6,CN,China Telecom,
183.162.79.39,SSH-2.0-libssh_0.9.6,CN,"No.31,Jin-rong Street",
115.141.16.196,SSH-2.0-libssh2_1.11.0,KR,LG POWERCOMM,
114.100.49.20,SSH-2.0-libssh_0.9.6,CN,"No.31,Jin-rong Street",
93.176.168.139,SSH-2.0-libssh2_1.11.0,ES,XTRA TELECOM S.A.,
183.82.126.193,SSH-2.0-libssh_0.9.6,IN,"Atria Convergence Technologies Pvt. Ltd.,",
103.137.75.74,SSH-2.0-libssh_0.9.6,BD,Novus Network,
13.83.47.60,SSH-2.0-Go,US,Microsoft Corporation,
172.161.110.201,,CH,Microsoft Corporation,
198.235.24.92,SSH-2.0-ZGrab ZGrab SSH Survey,TW,Google LLC,
36.26.90.236,SSH-2.0-libssh_0.9.6,CN,"No.288,Fu-chun Road",
