IP address,remote ssh version,country_code2,organization,asn
172.104.11.46,SSH-2.0-Go,US,"Akamai Technologies, Inc.",
172.169.109.179,MGLNDD_15.188.246.148_22,US,Microsoft Corporation,
85.192.56.68,SSH-2.0-Go,RU,Aeza Group Ltd.,
111.199.102.132,SSH-2.0-Go,CN,China Unicom Beijing Province Network,
92.255.85.107,SSH-2.0-Go,RU,Chang Way Technologies Co. Limited,
